steps,episode,reward,epsilon,loss
150293,305,-472.00,0.8509,96.861435
152445,310,-3473.00,0.8488,92.115631
154945,315,-484.00,0.8463,109.677856
157445,320,-8876.00,0.8438,65.042160
159945,325,-472.00,0.8413,52.646309
162112,330,-14267.00,0.8392,42.879211
164612,335,-10467.00,0.8367,63.167194
167112,340,-484.00,0.8342,47.634243
169612,345,-473.00,0.8317,94.217453
172112,350,-24282.00,0.8293,63.695923
174612,355,-4867.00,0.8268,80.927292
177112,360,-472.00,0.8243,269.091217
179612,365,-376.00,0.8218,37.885582
182112,370,-15877.00,0.8193,73.609581
184612,375,-383.00,0.8169,37.047127
187112,380,-11570.00,0.8144,19.853807
189612,385,-472.00,0.8119,50.107346
192112,390,-2867.00,0.8094,134.502792
194612,395,-2069.00,0.8069,46.412735
196926,400,-11669.00,0.8046,173.358078
199426,405,-13473.00,0.8022,49.993210
201926,410,-4869.00,0.7997,111.529678
204426,415,-869.00,0.7972,32.755722
206926,420,-2586.00,0.7947,109.029770
209426,425,-9284.00,0.7922,47.621723
211926,430,-11072.00,0.7898,50.030975
214426,435,-8684.00,0.7873,176.838928
216926,440,-7678.00,0.7848,185.450653
219426,445,-15674.00,0.7823,127.447525
221926,450,-492.00,0.7798,45.757050
224426,455,-479.00,0.7774,56.371796
226926,460,-473.00,0.7749,25.623960
229426,465,-6693.00,0.7724,17.769276
231926,470,-472.00,0.7699,43.172726
234426,475,-468.00,0.7674,24.952133
236926,480,-474.00,0.7650,57.134750
239426,485,-7078.00,0.7625,98.472336
241926,490,-477.00,0.7600,61.100578
244426,495,-16469.00,0.7575,58.533264
246926,500,-467.00,0.7550,93.518616
249426,505,-3269.00,0.7526,27.306957
251710,510,-2287.00,0.7503,88.205162
254047,515,-8368.00,0.7480,73.870018
256547,520,-489.00,0.7455,40.061760
259047,525,-1869.00,0.7430,48.044632
261441,530,-4667.00,0.7407,12.113130
263941,535,-1869.00,0.7382,41.009998
266441,540,-12272.00,0.7357,114.197296
268941,545,-18172.00,0.7332,79.723259
271441,550,-1568.00,0.7307,72.073166
273941,555,-1282.00,0.7283,25.841648
276441,560,-4382.00,0.7258,196.002625
278941,565,-474.00,0.7233,88.202766
281441,570,-2876.00,0.7208,71.198387
283941,575,-5070.00,0.7183,48.382023
286441,580,-478.00,0.7159,120.843506
288941,585,-3673.00,0.7134,40.308186
291441,590,-16300.00,0.7109,41.984283
293941,595,-1669.00,0.7084,74.536659
295985,600,-14871.00,0.7064,122.329124
298485,605,-13873.00,0.7039,44.794682
300985,610,-7667.00,0.7014,12.794006
303485,615,-2976.00,0.6989,107.402786
305985,620,-1089.00,0.6965,10.849531
308485,625,-472.00,0.6940,44.569176
310985,630,-3873.00,0.6915,32.365536
313485,635,-2669.00,0.6890,21.009281
315985,640,-11671.00,0.6865,23.854717
318485,645,-472.00,0.6841,44.133785
320985,650,-9868.00,0.6816,56.573685
323485,655,-20667.00,0.6791,20.810843
325985,660,-475.00,0.6766,74.596275
328485,665,-473.00,0.6741,105.394463
330985,670,-10667.00,0.6717,50.412106
333485,675,-368.00,0.6692,13.653190
335985,680,-4267.00,0.6667,57.030861
338485,685,-467.00,0.6642,33.700836
340546,690,2058.00,0.6622,80.012741
343046,695,-482.00,0.6597,15.989529
345546,700,-476.00,0.6572,21.008345
348046,705,-481.00,0.6547,24.306217
350546,710,-472.00,0.6523,21.355724
353046,715,-481.00,0.6498,49.643932
355546,720,-10867.00,0.6473,22.241940
358046,725,-473.00,0.6448,12.076400
360546,730,-12269.00,0.6423,18.643021
363046,735,-7467.00,0.6399,34.260845
365546,740,-1568.00,0.6374,26.691771
368046,745,-19669.00,0.6349,57.525452
370286,750,-29672.00,0.6327,123.863693
372786,755,-18372.00,0.6302,24.024773
375286,760,-6671.00,0.6277,62.756065
377786,765,-4672.00,0.6252,19.700222
380286,770,-5486.00,0.6228,60.880867
382786,775,-468.00,0.6203,34.400089
385286,780,-368.00,0.6178,91.588455
387786,785,-472.00,0.6153,23.694757
390286,790,-482.00,0.6128,36.959087
392786,795,-476.00,0.6104,111.684570
395286,800,-467.00,0.6079,77.820068
397786,805,-6274.00,0.6054,29.509228
400286,810,-6273.00,0.6029,49.623310
402786,815,-467.00,0.6004,30.005690
405286,820,-2267.00,0.5980,86.617691
407786,825,-12300.00,0.5955,39.383068
410286,830,-2669.00,0.5930,25.863091
412786,835,-473.00,0.5905,22.174580
415286,840,-15669.00,0.5880,62.010384
417786,845,-372.00,0.5856,56.158195
420286,850,-467.00,0.5831,31.832596
422786,855,-4485.00,0.5806,9.626030
425286,860,-474.00,0.5781,13.737922
427786,865,-467.00,0.5756,46.896641
430286,870,-487.00,0.5732,32.679558
432786,875,-21284.00,0.5707,31.184978
434545,880,2060.00,0.5689,69.176956
437045,885,-475.00,0.5665,17.617615
439545,890,-472.00,0.5640,18.359573
442045,895,-17576.00,0.5615,62.986797
444545,900,-21067.00,0.5590,29.622068
447045,905,-469.00,0.5565,86.040916
449500,910,-7284.00,0.5541,31.346857
452000,915,-481.00,0.5516,15.410547
454500,920,-13970.00,0.5491,21.848085
457000,925,-5971.00,0.5467,9.504855
459500,930,-471.00,0.5442,3.879622
462000,935,-6468.00,0.5417,13.551654
464500,940,-15468.00,0.5392,4.909424
467000,945,-469.00,0.5367,20.776987
469500,950,-479.00,0.5343,34.209335
472000,955,-471.00,0.5318,17.606470
474500,960,-467.00,0.5293,136.739929
477000,965,-478.00,0.5268,12.674098
479500,970,-7267.00,0.5243,39.132191
482000,975,-13469.00,0.5219,18.873940
484500,980,-4069.00,0.5194,14.764694
487000,985,-378.00,0.5169,14.387089
489500,990,-477.00,0.5144,42.843521
492000,995,-471.00,0.5119,20.069521
494500,1000,-14669.00,0.5095,14.958724
497000,1005,-2067.00,0.5070,45.934593
499500,1010,-468.00,0.5045,21.004751
502000,1015,-14588.00,0.5020,21.261906
504500,1020,-11469.00,0.4995,38.070415
507000,1025,-381.00,0.4971,26.777245
509500,1030,-17067.00,0.4946,16.554836
512000,1035,-22669.00,0.4921,21.395346
514500,1040,-472.00,0.4896,48.195824
517000,1045,-467.00,0.4871,11.150054
519500,1050,-13271.00,0.4847,27.479858
522000,1055,-490.00,0.4822,23.709360
524145,1060,-468.00,0.4800,14.275613
526468,1065,207.00,0.4777,40.235142
528968,1070,-477.00,0.4753,29.055952
531468,1075,-6467.00,0.4728,2.792808
533968,1080,-3283.00,0.4703,20.894728
536468,1085,-7671.00,0.4678,33.894184
538968,1090,-467.00,0.4653,33.820091
541468,1095,-472.00,0.4629,86.201271
543968,1100,-19870.00,0.4604,4.760915
546468,1105,-471.00,0.4579,27.552502
548968,1110,-10667.00,0.4554,76.488052
551468,1115,-7470.00,0.4529,23.324181
553968,1120,-10477.00,0.4505,15.277645
556468,1125,-1368.00,0.4480,26.086266
558968,1130,-4067.00,0.4455,62.557217
561468,1135,-2069.00,0.4430,28.907715
563968,1140,-479.00,0.4405,32.682602
566468,1145,-10087.00,0.4381,71.918724
568968,1150,-472.00,0.4356,45.433418
571468,1155,-468.00,0.4331,5.913596
573968,1160,-3370.00,0.4306,26.054279
576468,1165,-9283.00,0.4281,64.352859
578968,1170,-14472.00,0.4257,14.633614
581468,1175,-473.00,0.4232,25.435255
583968,1180,-8874.00,0.4207,7.317020
586468,1185,-35867.00,0.4182,8.679304
588968,1190,-40471.00,0.4157,15.347487
591444,1195,-5271.00,0.4133,15.536516
593944,1200,-371.00,0.4108,19.289392
596338,1205,-16271.00,0.4084,8.739746
598838,1210,-368.00,0.4060,8.268209
601338,1215,-4867.00,0.4035,5.107142
603838,1220,-472.00,0.4010,5.662423
606338,1225,-9867.00,0.3985,45.068119
608838,1230,-18867.00,0.3960,23.304161
611217,1235,1747.00,0.3937,2.911627
613717,1240,-8870.00,0.3912,28.369173
616217,1245,-7867.00,0.3887,32.764477
618665,1250,1682.00,0.3863,18.290096
621165,1255,-472.00,0.3838,25.779980
623569,1260,-7871.00,0.3814,25.938681
626069,1265,-19071.00,0.3789,27.863821
628569,1270,-468.00,0.3765,23.087387
631069,1275,-468.00,0.3740,8.881719
633569,1280,-467.00,0.3715,18.288090
636069,1285,-478.00,0.3690,4.285414
638569,1290,-2069.00,0.3665,22.717466
641069,1295,-484.00,0.3641,12.515887
643569,1300,-5469.00,0.3616,37.555920
646069,1305,-9275.00,0.3591,20.700745
648569,1310,-3471.00,0.3566,44.336945
651069,1315,-474.00,0.3541,39.343403
653569,1320,-3883.00,0.3517,11.955961
656069,1325,-3471.00,0.3492,28.764385
658569,1330,-25069.00,0.3467,7.020290
661069,1335,-8889.00,0.3442,5.747034
663569,1340,-31089.00,0.3417,34.822517
665803,1345,-2478.00,0.3395,26.239920
668303,1350,-5875.00,0.3370,10.880279
670803,1355,-17488.00,0.3346,25.351284
673303,1360,-469.00,0.3321,14.499442
675803,1365,-7867.00,0.3296,11.211586
678303,1370,-474.00,0.3271,20.030357
680803,1375,-34678.00,0.3246,17.402374
683303,1380,-5776.00,0.3222,22.760241
685803,1385,-477.00,0.3197,8.393044
688303,1390,-4469.00,0.3172,9.425585
690803,1395,-477.00,0.3147,37.970112
693303,1400,-371.00,0.3122,12.632388
695803,1405,-467.00,0.3098,11.548653
698303,1410,-490.00,0.3073,10.770354
700803,1415,-467.00,0.3048,8.421846
703303,1420,-19181.00,0.3023,37.752872
705803,1425,-24869.00,0.2998,30.636003
708303,1430,-16300.00,0.2974,25.036505
710803,1435,-5071.00,0.2949,13.904789
713303,1440,-372.00,0.2924,17.785114
715803,1445,-2075.00,0.2899,7.911450
718303,1450,-14870.00,0.2874,16.855087
720803,1455,-6867.00,0.2850,18.638115
723303,1460,-473.00,0.2825,13.596364
725803,1465,-27674.00,0.2800,14.970113
728303,1470,-472.00,0.2775,21.965302
730803,1475,-1873.00,0.2750,15.499158
733303,1480,-5471.00,0.2726,28.765656
735803,1485,-5768.00,0.2701,5.475710
738303,1490,-467.00,0.2676,18.695866
740803,1495,-14886.00,0.2651,15.120191
743303,0,-474.00,0.2626,80.584419
745803,5,-472.00,0.2602,172.264420
747956,10,-8423.00,0.2580,130.022156
750456,15,-372.00,0.2555,64.505379
752683,20,-467.00,0.2533,230.335236
755183,25,-368.00,0.2509,130.019897
757683,30,-472.00,0.2484,120.637032
760183,35,-474.00,0.2459,47.631317
762683,40,-478.00,0.2434,146.464584
765183,45,-469.00,0.2409,39.496235
767683,50,-5676.00,0.2385,109.393448
770183,55,-484.00,0.2360,30.133249
772683,60,-474.00,0.2335,95.507225
775183,65,-472.00,0.2310,102.316025
777683,70,-470.00,0.2285,189.993683
780183,75,-368.00,0.2261,22.981934
782683,80,-474.00,0.2236,281.187897
785183,85,-472.00,0.2211,52.432114
787683,90,-470.00,0.2186,59.873199
790183,95,-5874.00,0.2161,49.681858
792683,100,-1885.00,0.2137,54.133442
795183,105,-9882.00,0.2112,73.565170
797683,110,-478.00,0.2087,100.691071
800183,115,-472.00,0.2062,62.822460
802683,120,-5671.00,0.2037,124.058960
805183,125,-500.00,0.2013,82.955879
807683,130,-1271.00,0.1988,38.952248
809749,135,-11668.00,0.1967,74.813057
812249,140,-4671.00,0.1942,125.688011
814749,145,-476.00,0.1918,138.918991
817249,150,-487.00,0.1893,96.445343
819749,155,-474.00,0.1868,52.071163
822249,160,-470.00,0.1843,90.426132
824749,165,-470.00,0.1818,20.910433
827249,170,-470.00,0.1794,129.257858
829749,175,-473.00,0.1769,78.229225
832249,180,-391.00,0.1744,90.087425
834749,185,-468.00,0.1719,35.836586
837249,190,-2067.00,0.1694,81.042137
839749,195,-471.00,0.1670,81.789391
842249,200,-474.00,0.1645,0.099850
844749,205,-32267.00,0.1620,81.388168
847249,210,-1184.00,0.1595,34.625118
849749,215,-489.00,0.1570,44.115856
852249,220,-467.00,0.1546,36.095188
854749,225,-12875.00,0.1521,68.867668
857249,230,-11269.00,0.1496,160.361526
859749,235,-3070.00,0.1471,17.048338
862249,240,-476.00,0.1446,130.313858
