steps,avg_reward
3950000,-1534.5999755859375
3960000,-1106.4000244140625
3970000,-13131.599609375
3980000,-3170.300048828125
3990000,-14535.099609375
4000000,-1160.800048828125
4010000,-8660.2001953125
4020000,-907.0
4030000,-2683.699951171875
4040000,-1423.0
4050000,-3163.5
4060000,-7003.89990234375
4070000,-953.7999877929688
4080000,-1733.4000244140625
4090000,-934.5999755859375
4100000,-1155.4000244140625
4110000,-1136.0
4120000,-946.7999877929688
4130000,-500.29998779296875
4140000,-1453.699951171875
4150000,-994.5999755859375
4160000,-2115.699951171875
4170000,-3656.0
4180000,-802.0
4190000,-11455.2001953125
4200000,-3828.800048828125
4210000,-1580.9000244140625
4220000,-14802.400390625
4230000,-8892.599609375
4240000,-16657.5
4250000,-2772.199951171875
4260000,-1244.699951171875
4270000,-1292.4000244140625
4280000,-955.7999877929688
4290000,-3038.300048828125
4300000,-31356.5
4310000,-13774.900390625
4320000,-1763.0999755859375
4330000,-941.2000122070312
4340000,-911.0
4350000,-18633.69921875
4360000,-1697.5999755859375
4370000,-1738.5999755859375
4380000,-13712.400390625
4390000,-6331.2001953125
4400000,-2131.5
4410000,-5259.39990234375
4420000,-1494.800048828125
4430000,-1341.5999755859375
4440000,-955.7000122070312
4450000,-1374.0999755859375
4460000,-1069.699951171875
4470000,-5020.7001953125
4480000,-9823.7998046875
4490000,-1356.800048828125
4500000,-3463.89990234375
4510000,-10671.0
4520000,-1361.800048828125
4530000,-4051.300048828125
4540000,-1026.699951171875
4550000,-2011.699951171875
4560000,-1869.5
4570000,-946.5
4580000,-2608.89990234375
4590000,-914.2999877929688
4600000,-2291.699951171875
4610000,-7244.2998046875
4620000,-1317.199951171875
4630000,-6630.7001953125
4640000,-2163.699951171875
4650000,-945.7999877929688
4660000,-2481.39990234375
4670000,-1882.0999755859375
4680000,-1333.699951171875
4690000,-945.5999755859375
4700000,-804.2999877929688
4710000,-2650.699951171875
4720000,-1974.800048828125
4730000,-5330.5
4740000,-1096.800048828125
