steps,avg_reward
10000,-20382.4453125
20000,-23696.69921875
30000,-17475.900390625
40000,-18481.80078125
50000,-30964.69921875
60000,-14893.2998046875
70000,-21750.69921875
80000,-13008.599609375
90000,-22929.5
100000,-13171.400390625
110000,-18271.19921875
120000,-24992.900390625
130000,-25950.400390625
140000,-16077.099609375
150000,-4154.7001953125
160000,-4458.60009765625
170000,-7235.89990234375
180000,-4960.0
190000,-2496.0
