steps,episode,reward,epsilon,loss
1066934,255,-446.80,0.0500,2320.373535
1069434,260,-118.20,0.0500,2696.428711
1071305,265,115.20,0.0500,1743.291260
1073518,270,-207.90,0.0500,1885.953613
1076018,275,-50.00,0.0500,883.099976
1078518,280,-1908.70,0.0500,4064.197510
1081018,285,-47.80,0.0500,1294.580811
1083518,290,-326.80,0.0500,1355.891113
1086018,295,-376.80,0.0500,956.845642
1088518,300,-1646.70,0.0500,44927.578125
1090740,305,-2008.80,0.0500,1817.158813
1093240,310,-366.80,0.0500,959.476379
1095627,315,174.30,0.0500,1565.730591
1098127,320,-188.70,0.0500,902.592102
1100364,325,187.40,0.0500,795.725525
1102864,330,-566.90,0.0500,1961.460449
1105364,335,-3886.90,0.0500,1497.746826
1107821,340,-497.20,0.0500,4631.386230
1110321,345,-47.00,0.0500,1185.540283
1112821,350,-206.90,0.0500,923.569519
1115321,355,-48.10,0.0500,618.588623
1117821,360,-48.50,0.0500,2275.688477
1120321,365,-806.70,0.0500,778.838379
1122821,370,-3787.00,0.0500,99673.703125
1125078,375,-46.80,0.0500,7056.423340
1126941,380,193.10,0.0500,2819.933105
1129441,385,-1306.90,0.0500,944.935974
1131516,390,-46.70,0.0500,968.609863
1134016,395,-87.00,0.0500,1052.480713
1136516,400,-38.00,0.0500,2940.042480
1139016,405,-726.90,0.0500,1397.894165
1141149,410,-50.00,0.0500,8109.142578
1143649,415,-326.70,0.0500,31771.453125
1146149,420,-1806.70,0.0500,5463.442383
1148271,425,165.80,0.0500,3105.525635
1150771,430,-187.00,0.0500,1830.313721
1152623,435,199.70,0.0500,5386.216309
1154659,440,207.10,0.0500,19018.625000
1157148,445,-408.40,0.0500,1926.598877
1159198,450,-39.00,0.0500,66985.343750
1161059,455,-108.60,0.0500,19491.451172
1163559,460,-367.30,0.0500,25521.544922
1166059,465,-887.70,0.0500,3430.820068
1168559,470,-37.80,0.0500,7801.501953
1170991,475,-50.00,0.0500,6968.659180
1173491,480,-50.00,0.0500,3037.593262
1175991,485,-908.00,0.0500,15733.063477
1177879,490,-1826.70,0.0500,23959.664062
1180210,495,-526.70,0.0500,7766.171875
1182710,500,-46.90,0.0500,3787.627197
1184760,505,204.90,0.0500,6751.973633
1187260,510,-528.10,0.0500,9226.333008
1189760,515,-2267.10,0.0500,18982.021484
1192260,520,-9410.00,0.0500,5855.756348
1194731,525,-37.20,0.0500,14051.621094
1197231,530,-47.60,0.0500,6618.469727
1199731,535,-477.10,0.0500,16645.015625
1202231,540,-47.00,0.0500,23191.632812
1204513,545,-446.70,0.0500,4147.193848
1206477,550,-526.70,0.0500,14266.530273
1208977,555,-46.90,0.0500,4891.062012
1211477,560,-268.70,0.0500,24738.994141
1213977,565,-266.70,0.0500,12326.059570
1216477,570,-2928.30,0.0500,8871.427734
1218977,575,-146.70,0.0500,4540.153809
1221477,580,-276.80,0.0500,7087.981934
1223977,585,-1067.20,0.0500,7781.797363
1226477,590,-46.90,0.0500,24981.134766
1228977,595,-6348.60,0.0500,12418.829102
1231477,600,-206.80,0.0500,9068.355469
1233752,605,-3067.00,0.0500,503046.468750
1236252,610,-50.00,0.0500,16346.710938
1238727,615,-50.00,0.0500,1081540.375000
1241227,620,-3377.50,0.0500,678502.937500
1243727,625,-2767.10,0.0500,14897.008789
1246227,630,-2336.90,0.0500,52846.660156
1248341,635,-408.00,0.0500,28746.648438
1250522,640,-867.10,0.0500,11189.632812
1253022,645,-1797.00,0.0500,23509.675781
1255384,650,-4686.70,0.0500,59761.093750
1257492,655,-49.30,0.0500,14895.056641
1259992,660,-1867.70,0.0500,28341.925781
1262492,665,-37.00,0.0500,58052.078125
1264992,670,-3316.80,0.0500,136167.421875
1267492,675,-566.80,0.0500,95494.578125
1269618,680,200.30,0.0500,27243.162109
1272051,685,-3827.90,0.0500,92525.835938
1274551,690,-4627.90,0.0500,25021.341797
1277051,695,-1247.30,0.0500,22299.890625
1279327,700,-347.90,0.0500,23835.611328
1281768,705,-3149.00,0.0500,12662.704102
1283824,710,-228.30,0.0500,14730.705078
1286324,715,-1567.10,0.0500,40261.984375
1288824,720,-3727.80,0.0500,26048.878906
1291324,725,-546.90,0.0500,41626.492188
1293824,730,-526.80,0.0500,24502.818359
1296324,735,-227.30,0.0500,61409.070312
1298824,740,-426.80,0.0500,32640.869141
1301324,745,-246.70,0.0500,60938.476562
1303824,750,-528.40,0.0500,6569.504883
1306324,755,-47.20,0.0500,9534.502930
1308824,760,-406.70,0.0500,31208.402344
1311324,765,-587.00,0.0500,12602.163086
1313361,770,-49.00,0.0500,89808.625000
1315761,775,-1087.10,0.0500,30955.619141
1318085,780,180.70,0.0500,38406.234375
1320585,785,-48.40,0.0500,13417.622070
1323085,790,-648.40,0.0500,471471.968750
1325585,795,-36.80,0.0500,12151.384766
1328085,800,-37.20,0.0500,10375.166016
1330585,805,-1526.70,0.0500,65179.472656
1333085,810,-306.90,0.0500,549306.812500
1335585,815,-46.70,0.0500,65701.031250
1337918,820,-148.50,0.0500,18837.605469
1340418,825,-46.70,0.0500,26601.701172
1342918,830,-106.70,0.0500,58750.199219
1345418,835,-130.00,0.0500,74354.789062
1347918,840,-127.50,0.0500,202934.453125
1350418,845,-47.30,0.0500,18449.406250
1352119,850,202.60,0.0500,51897.804688
1354320,855,191.10,0.0500,11848.594727
1356820,860,-1288.20,0.0500,42068.773438
1359320,865,-50.00,0.0500,5953.848633
1361820,870,-47.10,0.0500,9856.750000
1364200,875,-47.10,0.0500,856096.187500
1366700,880,-1387.10,0.0500,14377.355469
1369200,885,-218.80,0.0500,6926.463379
1371302,890,-188.70,0.0500,23314.857422
1373550,895,187.00,0.0500,7243.292969
1376050,900,-807.80,0.0500,5709.524414
1378550,905,-167.10,0.0500,44843.066406
1381050,910,-1486.90,0.0500,9478.732422
1383171,915,-50.00,0.0500,57032.601562
1385671,920,-89.10,0.0500,6207.516602
1388171,925,-3206.80,0.0500,205774.453125
1390671,930,-7058.00,0.0500,25242.865234
1392329,935,138.20,0.0500,59523.105469
1394423,940,203.40,0.0500,58487.585938
1396923,945,-247.90,0.0500,58997.078125
1399228,950,-2257.00,0.0500,120617.398438
1401728,955,-86.90,0.0500,77180.429688
1404228,960,-268.10,0.0500,40548.644531
1406600,965,-39.00,0.0500,104558.156250
1409100,970,-866.80,0.0500,45445.097656
1411600,975,-148.10,0.0500,45034.671875
1414100,980,-50.00,0.0500,152847.031250
1416600,985,-386.70,0.0500,22258.166016
1419100,990,-507.00,0.0500,65406.757812
1421600,995,-307.30,0.0500,31505.619141
